sample,chrom,position,read_id,mean_current,std_current,dwell_time,n_samples
modified,5mers_rand_ref_adapter_01,38,00141e52-317e-44e4-bb0d-c4c42e9cb513,944.9166666666666,18.710328401417463,0.0024,12
modified,5mers_rand_ref_adapter_01,38,0021b135-83c6-4f32-a8f3-6bcb2745fdaa,947.5,12.473304828045103,0.0012,6
modified,5mers_rand_ref_adapter_01,38,007bd9ad-415c-4bf5-b5fd-b371c9ac6114,928.3333333333334,10.044346115546242,0.0012,6
modified,5mers_rand_ref_adapter_01,38,00b074d8-ed5f-4c4a-b6a8-f5297c4aa3d2,1074.25,76.25081966772554,0.0024,12
modified,5mers_rand_ref_adapter_01,38,011c07c1-c92e-4462-8751-ee5ac38c629e,949.1666666666666,12.157530816557925,0.0012,6
modified,5mers_rand_ref_adapter_01,38,021802c7-0c1f-4734-a2db-932837fda512,921.3333333333334,13.237153101109852,0.0012,6
modified,5mers_rand_ref_adapter_01,38,0233d72b-ae0f-4782-8317-d3d43ed45af3,897.6666666666666,16.35712552851373,0.0024,12
modified,5mers_rand_ref_adapter_01,38,025b1697-0403-40c6-96b3-cf7ce4d5b8fa,927.5,9.24211375534118,0.0024,12
modified,5mers_rand_ref_adapter_01,38,0286fbf0-b136-443a-aa7d-accc74de82c1,1073.111111111111,41.53832084672456,0.0036,18
modified,5mers_rand_ref_adapter_01,38,02a5876f-70a7-4fc1-8d27-29df14a623ad,903.6666666666666,16.352030115214713,0.0024,12
modified,5mers_rand_ref_adapter_01,38,02a81d6c-e1a1-4050-b096-e2c36b108b33,1154.0,13.038404810405298,0.0012,6
modified,5mers_rand_ref_adapter_01,38,02d3d8e7-5135-47be-ace2-4718344445df,773.75,84.44833233009005,0.0048,24
modified,5mers_rand_ref_adapter_01,38,02d98c7d-11e5-463a-b249-80e96e61fc59,926.9166666666666,5.678296888641484,0.0024,12
modified,5mers_rand_ref_adapter_01,38,02f8ba11-d5cb-4540-9b9c-6f735b30ab44,917.2222222222222,10.179257534349809,0.0036,18
modified,5mers_rand_ref_adapter_01,38,02fb1987-298e-49f6-b6cf-b0f56f249f1e,963.3333333333334,5.343739847293799,0.0012,6
modified,5mers_rand_ref_adapter_01,38,03769faf-a8ba-401e-9b41-3d38269a3d5c,915.1666666666666,10.815369721938415,0.0024,12
modified,5mers_rand_ref_adapter_01,38,03bd42ee-c364-4fce-88a2-f60fa848a30f,1070.1666666666667,37.20551034457127,0.0036,18
modified,5mers_rand_ref_adapter_01,38,03be17c9-3d81-4235-b1c9-0a1ecd090e23,913.75,21.95497286113862,0.0024,12
modified,5mers_rand_ref_adapter_01,38,03cef0c3-cbfa-4f6a-a338-d3aba01da936,941.9444444444443,28.95872968020797,0.0036,18
modified,5mers_rand_ref_adapter_01,38,03cfafbd-05fd-4c0c-9029-415cf5a4e8b5,909.6666666666666,18.82374387132733,0.0036,18
modified,5mers_rand_ref_adapter_01,38,042a4c12-b1f2-4b87-a30d-b4115339dd38,1168.9166666666667,15.234053593475666,0.0024,12
modified,5mers_rand_ref_adapter_01,38,043d258c-49ab-4b76-80ba-b6ca8dcc3919,916.6666666666666,6.236095644623236,0.0012,6
modified,5mers_rand_ref_adapter_01,38,04e1ca17-2611-474f-bed0-5a924f996a9a,915.5666666666668,22.935683019163733,0.006,30
modified,5mers_rand_ref_adapter_01,38,04e2dcc3-38d7-4675-bed9-c10c7911afa3,920.5833333333334,9.725039274413698,0.0024,12
modified,5mers_rand_ref_adapter_01,38,04f773de-1698-4bc5-acb3-b917a9e7a7cb,928.3333333333334,9.944289260117532,0.0012,6
modified,5mers_rand_ref_adapter_01,38,051dabb4-d96a-41bc-8cc0-db44b945c164,932.25,16.352242455801996,0.0096,48
modified,5mers_rand_ref_adapter_01,38,05351eaa-1adf-4f0b-8cd4-c1f1295217ef,903.3333333333334,19.11950719959998,0.0012,6
modified,5mers_rand_ref_adapter_01,38,05450e71-8580-48f3-8dc8-1d03e1352445,941.8888888888888,70.13945544325635,0.0036,18
modified,5mers_rand_ref_adapter_01,38,0560f78f-15c3-40ad-9a2d-dd299c389658,926.6666666666666,9.058452161134127,0.0024,12
modified,5mers_rand_ref_adapter_01,38,05a97de7-b86f-4d59-a22d-36f8a4230707,921.75,33.73456437147712,0.0024,12
modified,5mers_rand_ref_adapter_01,38,05a98ae4-6a0f-444c-ae87-999dbcdb233c,926.4166666666666,19.133122821141583,0.0024,12
modified,5mers_rand_ref_adapter_01,38,05da9055-94f1-4662-8eeb-33d5c95af5e4,936.2142857142856,15.092627835005617,0.0084,42
modified,5mers_rand_ref_adapter_01,38,05de7e5b-ce6b-4ac7-98b1-f4e9e43c4f9c,867.3333333333334,60.366013248810425,0.0024,12
modified,5mers_rand_ref_adapter_01,38,05e4015e-30e1-48d3-9ed8-62a40ed18cc5,974.5,5.439056290693573,0.0012,6
modified,5mers_rand_ref_adapter_01,38,05ee9904-072f-4334-8f6b-a0ea9645df63,867.9444444444445,17.570405112076077,0.0036,18
modified,5mers_rand_ref_adapter_01,38,064d6989-cdaa-456f-bfcb-cdb3c2d868e3,909.5,7.92148975887743,0.0024,12
modified,5mers_rand_ref_adapter_01,38,065fd34f-ef3a-4021-8956-90e1c0121df5,993.8333333333334,9.494150245750742,0.0024,12
modified,5mers_rand_ref_adapter_01,38,0669cb5a-a6cb-4e74-ad9a-f56a3a2a3c9f,873.25,31.922105715841077,0.0024,12
modified,5mers_rand_ref_adapter_01,38,06799fbe-a346-48ea-8e1c-c99740da027b,922.8333333333334,25.412704609221656,0.0012,6
modified,5mers_rand_ref_adapter_01,38,068c06be-c53d-4ce8-941e-a2db19d38c52,923.9166666666666,21.13629711078919,0.0024,12
modified,5mers_rand_ref_adapter_01,38,06951aa1-d48a-496c-9cd7-f3699a053527,987.3333333333334,5.280993172584953,0.0012,6
modified,5mers_rand_ref_adapter_01,38,0699f992-7fa4-4ec8-89fb-8e670c08e3f2,834.0,70.21712358424008,0.0036,18
modified,5mers_rand_ref_adapter_01,38,06a569a7-6e85-4cba-9e8b-01e22970de2e,918.75,43.3265219005634,0.0024,12
modified,5mers_rand_ref_adapter_01,38,06b320a3-bb80-45da-a770-0ecac3f94b94,996.1666666666666,23.00120769776134,0.0048,24
modified,5mers_rand_ref_adapter_01,38,06c88923-aa2d-43ce-a3d5-4a963138c2d9,927.1111111111112,11.169844766099724,0.0036,18
modified,5mers_rand_ref_adapter_01,38,06ffb341-5827-4a55-89c7-e6698569a99c,971.5,76.5696850370084,0.0024,12
modified,5mers_rand_ref_adapter_01,38,071e5034-d209-40b2-a4cf-f707d859b68a,893.5833333333334,28.42961581793809,0.0024,12
modified,5mers_rand_ref_adapter_01,38,07386d77-0ab7-44f6-803a-7acd30284980,916.5833333333334,13.45026848141784,0.0024,12
modified,5mers_rand_ref_adapter_01,38,077d9894-29eb-430e-b16c-1cae7bfead27,923.5,7.433034373659253,0.0036,18
modified,5mers_rand_ref_adapter_01,38,080ba363-3904-47c7-a8c3-c99019d11b41,946.75,12.722191897101167,0.0024,12
modified,5mers_rand_ref_adapter_01,38,08342c1f-423a-4f80-b746-75eab113304d,1009.8333333333334,6.121455890735653,0.0012,6
modified,5mers_rand_ref_adapter_01,38,086c0c3a-9cda-49b1-acb4-bc082a52b1ce,926.6666666666666,8.027729719194863,0.0036,18
modified,5mers_rand_ref_adapter_01,38,087716d7-0514-4245-b31d-c539ef9af797,905.6666666666666,12.598500792642838,0.0024,12
modified,5mers_rand_ref_adapter_01,38,0886e68a-322a-47e3-9d19-fb5bf534b5c7,950.3333333333334,10.354816378006046,0.0012,6
modified,5mers_rand_ref_adapter_01,38,0888fbe5-15ba-4e2f-9891-2ab881d4ff92,950.25,9.86682150779402,0.0024,12
modified,5mers_rand_ref_adapter_01,38,09062a37-b635-4cd3-a4b2-9d49d7c9acf3,971.6666666666666,7.168604389202188,0.0024,12
modified,5mers_rand_ref_adapter_01,38,09169117-dfbc-4936-a9dd-98b6fda4f8b0,1073.1666666666667,102.07908154410916,0.0036,18
modified,5mers_rand_ref_adapter_01,38,0955856b-88d4-4bd0-845a-01a5ba3067f3,1009.3333333333334,35.06026557546623,0.0024,12
modified,5mers_rand_ref_adapter_01,38,09599402-25dc-4751-9fe0-c07f189a41a8,911.3333333333334,9.817784316682094,0.0024,12
modified,5mers_rand_ref_adapter_01,38,09634876-7c86-4d5c-8e0c-215fef5b99d5,837.8333333333334,37.17533531194515,0.006,30
modified,5mers_rand_ref_adapter_01,38,09b38d0d-4c82-4337-9cb0-8b4b07c1bd5a,1071.8333333333333,114.42816766668751,0.0012,6
modified,5mers_rand_ref_adapter_01,38,09e04a49-5686-4f88-8118-043b5b371e12,1023.5555555555557,60.37403987938876,0.0036,18
modified,5mers_rand_ref_adapter_01,38,0a44f51e-4098-42db-99de-0252e83a5606,1014.1666666666666,6.011562932290478,0.0012,6
modified,5mers_rand_ref_adapter_01,38,0ace6050-58f8-4ee7-ae8d-f2aac69e632d,912.1666666666666,9.770988804733236,0.0012,6
modified,5mers_rand_ref_adapter_01,38,0ad82e57-a6ef-4c97-92fb-cc69a02b9b19,817.9166666666666,115.6830860103969,0.0024,12
